title,title href,logoImage src,comp-name,comp-name href,rating href,main-2,review,expwdth,ni-job-tuple-icon,locWdth,job-desc,dot-gt,dot-gt 2,dot-gt 3,dot-gt 4,dot-gt 5,dot-gt 6,dot-gt 7,dot-gt 8,job-post-day
Change Manager,https://www.naukri.com/job-listings-change-manager-maintec-technologies-pune-maharashtra-bengaluru-mumbai-all-areas-4-to-9-years-310124009268,https://img.naukimg.com/logo_images/groups/v1/156324.gif,Maintec Technologies,https://www.naukri.com/maintec-technologies-jobs-careers-218129,https://www.ambitionbox.com/reviews/maintec-technologies-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.4,116  Reviews,4-9 Yrs,Not disclosed,"Hybrid - Pune, Maharashtra, Bengaluru, Mumbai (All Areas)",Skill: Change ManagerTotal Exp: 4+ YearsLocation: Bangalore/Mumbai/PuneNotice Period: 1...,Change Management,Problem Management,Release Management,Change,Management,Release,,,Just Now
Project Manager,https://www.naukri.com/job-listings-project-manager-ford-global-business-services-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-3-to-8-years-190124500833,https://img.naukimg.com/logo_images/groups/v1/247012.gif,Ford,https://www.naukri.com/ford-jobs-careers-19589,https://www.ambitionbox.com/reviews/ford-motor-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.4,2736  Reviews,3-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","Experience of Product Management in a Product Team, and utilising Agile best practices ...",Product management,JMS,Hibernate,Content management,JBoss,Agile,Struts,EJB,11 Days Ago
Centre Manager,https://www.naukri.com/job-listings-centre-manager-global-talent-track-pune-maharashtra-bangalore-rural-karnataka-mumbai-all-areas-2-to-4-years-200423009615,,Global Talent Track,https://www.naukri.com/global-talent-track-jobs-careers-2374520,https://www.ambitionbox.com/reviews/global-talent-track-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,81  Reviews,2-4 Yrs,3-5 Lacs PA,"Pune, Maharashtra, Bangalore Rural, Karnataka, Mumbai (All Areas)",Roles and Responsibilities Meeting Mobilization targetManaging the centre administratio...,Center Management,project management,Cdc,Heading Branch,Skill Development,Mobilisation,Placement Coordination,strategic planning,14 Days Ago
Digital Transformation PMO-5-9Y- Bangalore-PWC SDC,https://www.naukri.com/job-listings-digital-transformation-pmo-5-9y-bangalore-pwc-sdc-pwc-service-delivery-center-hyderabad-secunderabad-bangalore-bengaluru-mumbai-all-areas-5-to-10-years-111223004765,https://img.naukri.com/logo_images/v3/676499.gif,PwC Service Delivery Center,https://www.naukri.com/pwc-service-delivery-center-jobs-careers-676499,https://www.ambitionbox.com/reviews/pwc-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.6,6844  Reviews,5-10 Yrs,Not disclosed,"Hybrid - Hyderabad/Secunderabad, Bangalore/Bengaluru, Mumbai (All Areas)","9 PM IST to 5 AM IST (Night Shift) Analytical Prowess: Beyond basic analytical skills, ...",Digital Transformation,PMP,PMO,CAPM,IT Project Management,Prince2,IT projects,Digital,14 Days Ago
Continuous Improvement Specialist,https://www.naukri.com/job-listings-continuous-improvement-specialist-visa-inc-bangalore-bengaluru-0-to-3-years-310124500912,https://img.naukimg.com/logo_images/groups/v1/4637611.gif,Visa Inc,https://www.naukri.com/visa-consolidated-support-services-jobs-careers-1863840,https://www.ambitionbox.com/reviews/visa-consolidated-support-services-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.6,15  Reviews,0-3 Yrs,Not disclosed,Bangalore/Bengaluru,5+ years of relevant work experience with a Bachelor?s Degree or at least 2 years of wo...,Process design,Green belt,Change management,Automation,Operational excellence,Analytical,Business strategy,Continuous improvement,Just Now
Business Change Management Professional,https://www.naukri.com/job-listings-business-change-management-professional-capgemini-technology-services-india-limited-mumbai-pune-bangalore-bengaluru-4-to-6-years-090124908645,https://www.naukri.com/hotjobs/images/v3/captech_jun20.gif,Capgemini,https://www.naukri.com/capgemini-jobs-careers-649,https://www.ambitionbox.com/reviews/capgemini-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,29393  Reviews,4-6 Yrs,Not disclosed,"Mumbai, Pune, Bangalore/Bengaluru",Leading the change management activities within a structured process framework Designin...,Change Management,operational support,Risk assessment,ITIL,Risk analysis,Change,Management,Management Professional,22 Days Ago
Rebadging-Program Manager,https://www.naukri.com/job-listings-rebadging-program-manager-photon-infotech-p-ltd-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-12-to-14-years-020124500698,https://img.naukimg.com/logo_images/groups/v1/4619011.gif,Photon,https://www.naukri.com/photon-jobs-careers-6946,https://www.ambitionbox.com/reviews/photon-interactive-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,1164  Reviews,12-14 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Focusing on quality delivery for the project scope and making sure client requirements ...,Excel,Project finance,Project management,Analytical,Reconciliation,Revenue recognition,Scrum,Scheduling,28 Days Ago
Service Delivery Project Manager/ Jnr. Project Manager,https://www.naukri.com/job-listings-service-delivery-project-manager-jnr-project-manager-telus-international-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-8-to-10-years-150124500677,https://img.naukimg.com/logo_images/groups/v1/250496.gif,TELUS International,https://www.naukri.com/telus-international-jobs-careers-1601,https://www.ambitionbox.com/reviews/telus-international-philippines-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,892  Reviews,8-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",. Must have 8-10 years of work experience . Must have clinical / healthcare knowledge w...,BPO,Basic,Agile,Healthcare,Customer service,Document management,Customer experience,Consumer electronics,15 Days Ago
Birlasoft is Hiring !! JAVA React JS Fullstack Developer/Lead,https://www.naukri.com/job-listings-birlasoft-is-hiring-java-react-js-fullstack-developer-lead-birlasoft-noida-pune-bengaluru-7-to-12-years-300124009177,https://www.naukri.com/hotjobs/images/v3/birlasoftmay16.gif,Birlasoft,https://www.naukri.com/birlasoft-jobs-careers-152,https://www.ambitionbox.com/reviews/birlasoft-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.7,2271  Reviews,7-12 Yrs,Not disclosed,"Hybrid - Noida, Pune, Bengaluru",Minimum 1 yr hands on experience on React JSExperience : 7-13 yrs. Experience in Core J...,SQL Queries,Spring Boot,Core java,React.Js,Microservices,Development,Full Stack,Bootstrap,1 Day Ago
Assistant Project Manager,https://www.naukri.com/job-listings-assistant-project-manager-atkins-realis-mumbai-bangalore-bengaluru-7-to-9-years-160124500055,,Atkinsr?alis,https://www.naukri.com/atkinsr-alis-jobs-careers-124023562,https://www.ambitionbox.com/reviews/snc-lavalin-international-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.3,645  Reviews,7-9 Yrs,Not disclosed,"Mumbai, Bangalore/Bengaluru",Bachelors / master s degree in construction / Project Management . Strong verbal and wr...,Procurement,Automation,PMP,Analytical,Trend analysis,Cash flow,MSP,Risk management,15 Days Ago
Procurement Project Spec II,https://www.naukri.com/job-listings-procurement-project-spec-ii-honeywell-greater-noida-bangalore-bengaluru-3-to-6-years-290124500678,https://img.naukri.com/logo_images/v3/763442.gif,Honeywell,https://www.naukri.com/honeywell-jobs-careers-491667,https://www.ambitionbox.com/reviews/honeywell-automation-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,1352  Reviews,3-6 Yrs,Not disclosed,"Greater Noida, Bangalore/Bengaluru",YOU MUST HAVE - Graduate or Post Graduate degree and some experience in Procurement and...,Procurement,Data analysis,MS SQL,Coding,Contract management,Database design,Analytical,Debugging,1 Day Ago
Cyber Risk Strategy and Management Senior Manager,https://www.naukri.com/job-listings-cyber-risk-strategy-and-management-senior-manager-grant-thornton-india-pvt-ltd-kolkata-bangalore-bengaluru-11-to-14-years-010523500532,https://img.naukimg.com/logo_images/groups/v1/138384.gif,Grant Thornton India Pvt Ltd,https://www.naukri.com/grant-thornton-jobs-careers-95443,https://www.ambitionbox.com/reviews/grant-thornton-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.7,665  Reviews,11-14 Yrs,Not disclosed,"Kolkata, Bangalore/Bengaluru","Hold a professional certification (e.g., CISSP, CRISC, etc.) Bachelors and / or Master ...",Computer science,Training,ISO,Conflict resolution,Client servicing,Project management,Mentor,Cissp,Just Now
Project Planning Engineer,https://www.naukri.com/job-listings-project-planning-engineer-alstom-transport-india-ltd-bangalore-bengaluru-6-to-8-years-310124909321,https://img.naukimg.com/logo_images/groups/v1/4579521.gif,Alstom Transportation,https://www.naukri.com/alstom-transportation-jobs-careers-6912,https://www.ambitionbox.com/reviews/alstom-transportation-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,2135  Reviews,6-8 Yrs,Not disclosed,Bangalore/Bengaluru,Purpose of the JobManage of the Project planning activits from the Inception till the p...,Project Planning,MS Project,Project Schedule Sessions,Primavera,Microsoft,Scheduling,Planning,Schedule,Just Now
Senior IT Architect,https://www.naukri.com/job-listings-senior-it-architect-alstom-transport-india-ltd-bangalore-bengaluru-10-to-14-years-310124909277,https://img.naukimg.com/logo_images/groups/v1/4579521.gif,Alstom Transportation,https://www.naukri.com/alstom-transportation-jobs-careers-6912,https://www.ambitionbox.com/reviews/alstom-transportation-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,2135  Reviews,10-14 Yrs,Not disclosed,Bangalore/Bengaluru,"Graduated with an engineering degree or equivalent, preferably in information technolog...",system integration,requirement management,Customer relationship,change management,Requirements,Senior,Architecture,Requirements management,Just Now
Associate Project Analyst,https://www.naukri.com/job-listings-associate-project-analyst-visa-inc-bangalore-bengaluru-1-to-3-years-310124500911,https://img.naukimg.com/logo_images/groups/v1/4637611.gif,Visa Inc,https://www.naukri.com/visa-consolidated-support-services-jobs-careers-1863840,https://www.ambitionbox.com/reviews/visa-consolidated-support-services-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.6,15  Reviews,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,Exercise independent judgment with minimal direction from supervisor. Support month end...,Value added services,Excel,Project management,MS Office tools,VAS,Business management,Project Analyst,Risk management,Just Now
Manager Digital Project,https://www.naukri.com/job-listings-manager-digital-project-caterpillar-india-private-ltd-bangalore-bengaluru-10-to-15-years-310124500168,https://img.naukimg.com/logo_images/groups/v1/4585477.gif,Caterpillar Inc,https://www.naukri.com/caterpillar-jobs-careers-1534,https://www.ambitionbox.com/reviews/caterpillar-inc-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.3,1014  Reviews,10-15 Yrs,Not disclosed,Bangalore/Bengaluru,MSc / MBA in a scientific or business discipline . Accounting certification or an equiv...,Procurement,Mining,Business services,SAP,Project finance,Helpdesk,Diagnostics,Invoice processing,Just Now
Workflow Project Co-ordinator,https://www.naukri.com/job-listings-workflow-project-co-ordinator-kpmg-india-bengaluru-5-to-10-years-310124006862,https://img.naukimg.com/logo_images/groups/v1/31824.gif,KPMG India,https://www.naukri.com/kpmg-india-jobs-careers-137160,https://www.ambitionbox.com/reviews/kpmg-india-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.6,4329  Reviews,5-10 Yrs,Not disclosed,Hybrid - Bengaluru,The Capability Hubs (CH) team at KPMG Global Services (KGS) helps KPMG firms navigate ...,Project Management,Project Coordination,Resource Management,Management,Project,Coordination,Workflow,Resource,Few Hours Ago
Patterns Regional Program Lead,https://www.naukri.com/job-listings-patterns-regional-program-lead-ibm-india-pvt-limited-bangalore-bengaluru-7-to-10-years-300124907990,https://www.naukri.com/hotjobs/images/v3/ibmsep14.gif,IBM,https://www.naukri.com/ibm-jobs-careers-16987,https://www.ambitionbox.com/reviews/ibm-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.1,19553  Reviews,7-10 Yrs,Not disclosed,Bangalore/Bengaluru,. Providing a seamless experience for program participants: Work with fellow Patterns t...,Business administration,Data collection,Project planning,Logistics,Executive leadership,Administration,Regional,Leadership,1 Day Ago
Senior Consultant - PMO,https://www.naukri.com/job-listings-senior-consultant-pmo-sapiens-international-bangalore-bengaluru-6-to-8-years-300124501980,https://img.naukimg.com/logo_images/groups/v1/2272328.gif,Sapiens International,https://www.naukri.com/sapiens-jobs-careers-755803,https://www.ambitionbox.com/reviews/sapiens-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.6,316  Reviews,6-8 Yrs,Not disclosed,Bangalore/Bengaluru,Deep knowledge of Excel and all Office applications - MUST . Deep knowledge of Jira as ...,Change management,Claims,Project management,Underwriting,Billing,Workflow,Risk management,Analytics,1 Day Ago
Project Engineer - MMS Data Management,https://www.naukri.com/job-listings-project-engineer-mms-data-management-hitachi-energy-bangalore-bengaluru-3-to-6-years-300124501794,https://img.naukimg.com/logo_images/groups/v1/5935206.gif,Hitachi Energy,https://www.naukri.com/hitachi-energy-jobs-careers-5456398,https://www.ambitionbox.com/reviews/hitachi-energy-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.1,478  Reviews,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,"Analyze and understand customer engineering, business and software requirements, pr...",Procurement,System testing,C++,Linux,Data management,Database design,Project management,Analytical,1 Day Ago
Services Quotation Deployment Project Leader,https://www.naukri.com/job-listings-services-quotation-deployment-project-leader-schneider-electric-india-pvt-ltd-bangalore-bengaluru-4-to-8-years-300124501660,https://img.naukimg.com/logo_images/groups/v1/20302.gif,Schneider Electric,https://www.naukri.com/schneider-electric-jobs-careers-18252,https://www.ambitionbox.com/reviews/schneider-electric-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.1,3415  Reviews,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,identify all required business transformations and make sure they are well addressed at...,ERP,Interpersonal skills,Business transformation,Project management,Analytical,Back office,Deployment,Customer relationship,1 Day Ago
Scrum Master Professional,https://www.naukri.com/job-listings-scrum-master-professional-schneider-electric-india-pvt-ltd-bangalore-bengaluru-4-to-7-years-300124501659,https://img.naukimg.com/logo_images/groups/v1/20302.gif,Schneider Electric,https://www.naukri.com/schneider-electric-jobs-careers-18252,https://www.ambitionbox.com/reviews/schneider-electric-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.1,3415  Reviews,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,Scrum Masters are key leadership positions in a global organization and part of the Agi...,Product management,Product quality,Change management,Kaizen,electromechanical,Resourcing,Agile,Animation,1 Day Ago
Project Engineer - MMS Data Management,https://www.naukri.com/job-listings-project-engineer-mms-data-management-hitachi-ltd-bangalore-bengaluru-2-to-6-years-300124501522,https://img.naukimg.com/logo_images/groups/v1/142780.gif,Hitachi Ltd.,https://www.naukri.com/hitachi-jobs-careers-738639,https://www.ambitionbox.com/reviews/hitachi-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,529  Reviews,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,"Analyze and understand customer engineering, business and software requirements, pr...",Procurement,System testing,C++,Linux,Data management,Database design,Project management,Analytical,1 Day Ago
Associate Project Manager,https://www.naukri.com/job-listings-associate-project-manager-hitachi-ltd-bangalore-bengaluru-4-to-8-years-300124501478,https://img.naukimg.com/logo_images/groups/v1/142780.gif,Hitachi Ltd.,https://www.naukri.com/hitachi-jobs-careers-738639,https://www.ambitionbox.com/reviews/hitachi-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,529  Reviews,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,Key Experiences preferred: (Required skills),Administration,Data analysis,Claims,Bidding,Contract management,Project management,Process improvement,Market intelligence,1 Day Ago
Senior Project Manager Controller & Driver,https://www.naukri.com/job-listings-senior-project-manager-controller-driver-infineon-technologies-pvt-ltd-bangalore-bengaluru-3-to-5-years-300124500807,https://img.naukimg.com/logo_images/groups/v1/587312.gif,Infineon,https://www.naukri.com/infineon-jobs-careers-2518,https://www.ambitionbox.com/reviews/infineon-technologies-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,153  Reviews,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,Manage chip development projects for controllers and drivers to enable system solution...,Project development,Management,Budgeting,Control,Driving,Development,Senior,Project management,1 Day Ago
Project Manager - BIDW,https://www.naukri.com/job-listings-project-manager-bidw-mphasis-limited-bangalore-bengaluru-10-to-13-years-300124500103,https://img.naukimg.com/logo_images/groups/v1/45204.gif,Mphasis,https://www.naukri.com/mphasis-jobs-careers-6481,https://www.ambitionbox.com/reviews/mphasis-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.5,6902  Reviews,10-13 Yrs,Not disclosed,Bangalore/Bengaluru,Experience:        Minimum 9+ years of solid service development experience.      R...,Unix,Technical Architect,Architect,jQuery,Web services,Linux,Coding,Analytical,1 Day Ago
Project Manager - BIDW,https://www.naukri.com/job-listings-project-manager-bidw-mphasis-limited-bangalore-bengaluru-10-to-13-years-300124500102,https://img.naukimg.com/logo_images/groups/v1/45204.gif,Mphasis,https://www.naukri.com/mphasis-jobs-careers-6481,https://www.ambitionbox.com/reviews/mphasis-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.5,6902  Reviews,10-13 Yrs,Not disclosed,Bangalore/Bengaluru,Looking for individuals with 10+ years of experience implementing and managing Dat...,deep learning,data science,Senior Analyst,GCP,Machine learning,Natural language processing,Monitoring,SQL,1 Day Ago
Project Manager - BIDW,https://www.naukri.com/job-listings-project-manager-bidw-mphasis-limited-bangalore-bengaluru-10-to-13-years-300124500101,https://img.naukimg.com/logo_images/groups/v1/45204.gif,Mphasis,https://www.naukri.com/mphasis-jobs-careers-6481,https://www.ambitionbox.com/reviews/mphasis-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.5,6902  Reviews,10-13 Yrs,Not disclosed,Bangalore/Bengaluru,Experience:        10+   yrs overall technical experience and minimum of 3 years as...,Unix,jQuery,Linux,Agile,JSON,Scrum,SDLC,Analytics,1 Day Ago
Logic Design Manager,https://www.naukri.com/job-listings-logic-design-manager-ibm-india-pvt-limited-bangalore-bengaluru-4-to-7-years-290124904452,https://www.naukri.com/hotjobs/images/v3/ibmsep14.gif,IBM,https://www.naukri.com/ibm-jobs-careers-16987,https://www.ambitionbox.com/reviews/ibm-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.1,19553  Reviews,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,Your Role and ResponsibilitiesAs the Processor Logic Design Manager these are some of t...,ASIC,Semiconductor,SOC,Project planning,Agile methodology,Project development,Staffing,Resource allocation,2 Days Ago
Talent & Development PMO Professional,https://www.naukri.com/job-listings-talent-development-pmo-professional-deutsche-bank-ag-bangalore-bengaluru-3-to-6-years-290124901157,https://img.naukimg.com/logo_images/groups/v1/468918.gif,Deutsche Bank,https://www.naukri.com/deutsche-bank-jobs-careers-39012,https://www.ambitionbox.com/reviews/deutsche-bank-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.1,2798  Reviews,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,Strong Excel skills and PowerPoint proficient Your skills and experience  Project manag...,Talent development,PMO,Project management,Budgeting,Stakeholder management,Logistics,Management,Project,2 Days Ago
Project Manager,https://www.naukri.com/job-listings-project-manager-capgemini-technology-services-india-limited-bangalore-bengaluru-9-to-12-years-290124901100,https://www.naukri.com/hotjobs/images/v3/captech_jun20.gif,Capgemini,https://www.naukri.com/capgemini-jobs-careers-649,https://www.ambitionbox.com/reviews/capgemini-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,29393  Reviews,9-12 Yrs,Not disclosed,Bangalore/Bengaluru,Experienced Project Manager with strong hands-on working experience of Agile Developmen...,Project management,Java,Automation testing,Agile scrum,Agile development,.net,Customer service,Budgeting,2 Days Ago
Talent & Development PMO & Governance Specialist,https://www.naukri.com/job-listings-talent-development-pmo-governance-specialist-deutsche-bank-ag-bangalore-bengaluru-4-to-8-years-290124900896,https://img.naukimg.com/logo_images/groups/v1/468918.gif,Deutsche Bank,https://www.naukri.com/deutsche-bank-jobs-careers-39012,https://www.ambitionbox.com/reviews/deutsche-bank-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.1,2798  Reviews,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,Advanced Excel skills and PowerPoint proficient Your skills and experience  Project man...,Talent & Development,Project management,Finance,Agile,Financial management,Stakeholder management,Variance analysis,Analysis,2 Days Ago
Scrum Master Professional,https://www.naukri.com/job-listings-scrum-master-professional-siemens-limited-bangalore-bengaluru-2-to-10-years-290124502924,https://img.naukimg.com/logo_images/groups/v1/40604.gif,Siemens,https://www.naukri.com/siemens-jobs-careers-73816,https://www.ambitionbox.com/reviews/siemens-india-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.2,4154  Reviews,2-10 Yrs,Not disclosed,Bangalore/Bengaluru,Highly self-motivated with the ability to identify areas of focus and tackle new challe...,Root cause analysis,Agile scrum,agile project management,Software development life cycle,Risk analysis,Data interpretation,Data,Development,1 Day Ago
Associate Project Manager,https://www.naukri.com/job-listings-associate-project-manager-hitachi-energy-bangalore-bengaluru-4-to-8-years-290124501781,https://img.naukimg.com/logo_images/groups/v1/5935206.gif,Hitachi Energy,https://www.naukri.com/hitachi-energy-jobs-careers-5456398,https://www.ambitionbox.com/reviews/hitachi-energy-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.1,478  Reviews,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,Bachelor s Degree and PM Certification or Equivalent Technical .  Key Experiences prefe...,Administration,Data analysis,Claims,Bidding,Contract management,Project management,Process improvement,Market intelligence,1 Day Ago
Global Project Manager,https://www.naukri.com/job-listings-global-project-manager-novo-nordisk-india-bangalore-bengaluru-5-to-10-years-290124500844,https://img.naukimg.com/logo_images/groups/v1/4655807.gif,Novo Nordisk,https://www.naukri.com/novo-nordisk-jobs-careers-3943920,https://www.ambitionbox.com/reviews/novo-nordisk-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,802  Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,. We are looking for a driven and motivated individual with good experience within the ...,corporate sustainability,Business services,Market development,Production management,Production planning,Project management,Corporate affairs,Portfolio management,1 Day Ago
Program Manager- Customer Experience,https://www.naukri.com/job-listings-program-manager-customer-experience-juniper-networks-india-pvt-ltd-bangalore-bengaluru-6-to-11-years-290124500759,https://img.naukimg.com/logo_images/groups/v1/583728.gif,Juniper Networks,https://www.naukri.com/juniper-networks-jobs-careers-845030,https://www.ambitionbox.com/reviews/juniper-networks-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.1,330  Reviews,6-11 Yrs,Not disclosed,Bangalore/Bengaluru,The Customer Experience Program Manager will be responsible for leading cross-functiona...,PLM,Automation,PMP,Change management,Networking,Data management,Project management,Machine learning,1 Day Ago
Project Manager I,https://www.naukri.com/job-listings-project-manager-i-walmart-labs-bangalore-bengaluru-6-to-8-years-190523501617,https://img.naukimg.com/logo_images/groups/v1/1293920.gif,Walmart,https://www.naukri.com/walmart-jobs-careers-168845,https://www.ambitionbox.com/reviews/walmart-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,2009  Reviews,6-8 Yrs,Not disclosed,Bangalore/Bengaluru,"Demonstrates up-to-date expertise and applies this to the development, execution, and...",Computer science,Career development,Data analysis,Operational excellence,Networking,Agile,Continuous improvement,Business solutions,Just Now
Technical Project Manager - Manager/Sr. Manager,https://www.naukri.com/job-listings-technical-project-manager-manager-sr-manager-genpact-bengaluru-karnataka-8-to-13-years-121223011309,https://img.naukimg.com/logo_images/groups/v1/42932.gif,Genpact,https://www.naukri.com/genpact-jobs-careers-25103,https://www.ambitionbox.com/reviews/genpact-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,25903  Reviews,8-13 Yrs,Not disclosed,"Bengaluru, Karnataka",This role is for a highly seasoned Project Manager with solid hands-on experience in de...,Agile Methodology,Technical Project Manager,Data Engineering,BI,Data Analytics,Analytics,Data,Project management,1 Day Ago
Technical Program Manager,https://www.naukri.com/job-listings-technical-program-manager-vmware-india-bangalore-bengaluru-8-to-12-years-100523503060,https://img.naukimg.com/logo_images/groups/v1/162630.gif,VMware,https://www.naukri.com/vmware-jobs-careers-228364,https://www.ambitionbox.com/reviews/vmware-software-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.4,945  Reviews,8-12 Yrs,Not disclosed,Bangalore/Bengaluru,". As a Technical Program Manager, you will have the opportunity to work with a dynamic ...",Computer science,Product management,VMware,Analytical,Agile,Program delivery,Continuous improvement,Operations,Just Now
IT Project Manager,https://www.naukri.com/job-listings-it-project-manager-kbr-gurgaon-gurugram-8-to-13-years-310124500698,https://img.naukimg.com/logo_images/groups/v1/1486626.gif,Kellogg Brown & Root (KBR),https://www.naukri.com/kellogg-brown-root-kbr-jobs-careers-1776356,https://www.ambitionbox.com/reviews/kellogg-brown-and-root-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,292  Reviews,8-13 Yrs,Not disclosed,Gurgaon/Gurugram,The overall purpose of an IT Business Partner is to focus on continually improving an...,IT services,Service delivery,Focus,Manager Technology,Management,Business partnering,Technology,IT project management,Just Now
Associate,https://www.naukri.com/job-listings-associate-pricewaterhouse-coopers-private-limited-gurgaon-gurugram-1-to-4-years-300124501628,https://img.naukri.com/logo_images/v3/1428182.gif,PwC Service Delivery Center,https://www.naukri.com/pwc-service-delivery-center-jobs-careers-676499,https://www.ambitionbox.com/reviews/pwc-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.6,6844  Reviews,1-4 Yrs,Not disclosed,Gurgaon/Gurugram,. Sirion Certified Professional . Must have worked on at least two Sirion Implementatio...,Compliance,Contract management,Project documentation,Management systems,Functional testing,Regulatory compliance,ITIL framework,Visio,1 Day Ago
Program/Project Management Lead,https://www.naukri.com/job-listings-program-project-management-lead-accenture-solutions-pvt-ltd-hyderabad-secunderabad-bangalore-bengaluru-7-to-10-years-270124902860,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,7-10 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru",Minimum 5 year(s) of experience is required. Educational Qualification : GraduateExperi...,Agile,Capital market,Stakeholder management,Business case,it compliance,project governance,Case,Compliance,4 Days Ago
