title,title href,logoImage src,comp-name,comp-name href,rating href,main-2,review,expwdth,ni-job-tuple-icon,locWdth,job-desc,dot-gt,dot-gt 2,dot-gt 3,dot-gt 4,dot-gt 5,dot-gt 6,dot-gt 7,dot-gt 8,job-post-day
Design and Relase Engineer - Vehicle Personalisation,https://www.naukri.com/job-listings-design-and-relase-engineer-vehicle-personalisation-ford-global-business-services-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-2-to-6-years-170124501762,https://img.naukimg.com/logo_images/groups/v1/247012.gif,Ford,https://www.naukri.com/ford-jobs-careers-19589,https://www.ambitionbox.com/reviews/ford-motor-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.4,2736  Reviews,2-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Lead and manage the onsite team technically and report to people leader. Engineering Gr...,Design verification,STA,Purchase,Engineering management,Development Manager,Vice President Engineering,CAD,Management,13 Days Ago
Hardware Design Engineer,https://www.naukri.com/job-listings-hardware-design-engineer-tata-consultancy-services-tcs-pune-maharashtra-bangalore-bengaluru-karnataka-4-to-8-years-300124009053,https://img.naukimg.com/logo_images/groups/v1/223346.gif,Tata Consultancy Services (TCS),https://www.naukri.com/tata-consultancy-services-tcs-jobs-careers-13542,https://www.ambitionbox.com/reviews/tcs-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,72424  Reviews,4-8 Yrs,Not disclosed,"Pune, Maharashtra, Bangalore/ Bengaluru, Karnataka",Required Technical Skill: Hardware Design Engineer . Experience: 4-8 Years . Experience...,Hardware Design,Microprocessors,Analog Design,Design,Analog,Hardware,Design engineering,,1 Day Ago
Saturday drive 03 Feb'24: Interior / Exterior Trims Automotive Design,https://www.naukri.com/job-listings-saturday-drive-03-feb-24-interior-exterior-trims-automotive-design-tech-mahindra-pune-maharashtra-bengaluru-karnataka-4-to-9-years-300124008620,https://img.naukimg.com/logo_images/groups/v1/2114.gif,Tech Mahindra,https://www.naukri.com/tech-mahindra-jobs-careers-1066,https://www.ambitionbox.com/reviews/tech-mahindra-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.7,27288  Reviews,,Not disclosed,,Notice Period : Immediate to 60 days only Work Experience: 4 to 9 Years. Interview Date...,Trims,catia,Catia V5,Interior Trims,Exterior Trims,Exterior,Interiors,Interior designing,1 Day Ago
Saturday drive 03 Feb'24: Interior / Exterior Trims Automotive Design,https://www.naukri.com/job-listings-saturday-drive-03-feb-24-interior-exterior-trims-automotive-design-tech-mahindra-pune-maharashtra-bengaluru-karnataka-4-to-9-years-290124003950,https://img.naukimg.com/logo_images/groups/v1/2114.gif,Tech Mahindra,https://www.naukri.com/tech-mahindra-jobs-careers-1066,https://www.ambitionbox.com/reviews/tech-mahindra-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.7,27288  Reviews,4-9 Yrs,Not disclosed,"Pune, Maharashtra, Bengaluru, Karnataka",Notice Period : Immediate to 60 days only Work Experience: 4 to 9 Years. Interview Date...,Trims,catia,Catia V5,Interior Trims,Exterior Trims,Drives,Automotive Design,Interior designing,2 Days Ago
R&D Manager,https://www.naukri.com/job-listings-r-d-manager-hitachi-energy-bangalore-bengaluru-10-to-19-years-310124501825,https://img.naukimg.com/logo_images/groups/v1/5935206.gif,Hitachi Energy,https://www.naukri.com/hitachi-energy-jobs-careers-5456398,https://www.ambitionbox.com/reviews/hitachi-energy-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.1,478  Reviews,10-19 Yrs,Not disclosed,Bangalore/Bengaluru,Bachelor s or Master s degree in electrical engineering with minimum 10 years of experi...,Product management,Electrical engineering,Automation,Interpersonal skills,Project management,Agile,Business strategy,Continuous improvement,Just Now
ATCi - IX - Aero Design Engineering - 10,https://www.naukri.com/job-listings-atci-ix-aero-design-engineering-10-accenture-solutions-pvt-ltd-bangalore-bengaluru-2-to-5-years-300124904313,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,About Accenture:Accenture is a global professional services company with leading capabi...,Aero Design,CATIA,Engineering services,Design engineering,Aerospace,Product design,Fire protection,Manufacturing operations,1 Day Ago
Industry X - Automotive Engineering - Design Engineering - 11,https://www.naukri.com/job-listings-industry-x-automotive-engineering-design-engineering-11-accenture-solutions-pvt-ltd-bangalore-bengaluru-2-to-5-years-300124904113,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,"Combining unmatched experience and specialized skills across more than 40 industries, w...",Automotive engineering,Engineering services,Design engineering,Networking,Finance,Engineering Design,Manufacturing operations,Manufacturing,1 Day Ago
Senior Research Associate,https://www.naukri.com/job-listings-senior-research-associate-itc-limited-itc-foods-beverages-division-bengaluru-karnataka-7-to-12-years-300124010946,https://img.naukimg.com/logo_images/groups/v1/57716.gif,ITC,https://www.naukri.com/itc-jobs-careers-111464,https://www.ambitionbox.com/reviews/itc-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,5163  Reviews,7-12 Yrs,Not disclosed,"Bengaluru, Karnataka",Competency Required: . Experience : 7-8 years experience in analytical testing field in...,Analytical Research,Laboratory Management,Analytical Method Validation,Wet Chemistry,EHS Management,Sample Analysis,Sampling,Analytical,1 Day Ago
Design Engineer,https://www.naukri.com/job-listings-design-engineer-schneider-electric-india-pvt-ltd-bangalore-bengaluru-3-to-7-years-290124500744,https://img.naukimg.com/logo_images/groups/v1/20302.gif,Schneider Electric,https://www.naukri.com/schneider-electric-jobs-careers-18252,https://www.ambitionbox.com/reviews/schneider-electric-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.1,3415  Reviews,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,Knowledge in Manufacturing of sheet metal & plastic parts . Good Knowledge of PDM and i...,pro-e wildfire,Prototype,electromechanical,Sheet metal,Project management,Conceptualization,product life cycle,DFSS,1 Day Ago
Drug Product Medical Device & Packaging- Injectable,https://www.naukri.com/job-listings-drug-product-medical-device-packaging-injectable-biocon-bengaluru-karnataka-4-to-9-years-290124007624,https://img.naukimg.com/logo_images/groups/v1/30626.gif,Biocon,https://www.naukri.com/biocon-jobs-careers-31125,https://www.ambitionbox.com/reviews/biocon-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,1036  Reviews,4-9 Yrs,3.5-8.5 Lacs PA,"Bengaluru, Karnataka",Responsible to update the Dashboards on Plan vs actual on weekly and monthly basis. Key...,PACKING,Injectables,Medical Devices,Trackwise,Medical,Packaging,Drug,Devices,1 Day Ago
Product Manager,https://www.naukri.com/job-listings-product-manager-biocon-bangalore-bengaluru-5-to-10-years-090223009024,https://img.naukimg.com/logo_images/groups/v1/30626.gif,Biocon,https://www.naukri.com/biocon-jobs-careers-31125,https://www.ambitionbox.com/reviews/biocon-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,1036  Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru(Electronic City),Roles and Responsibilities :To provide startegic insight and vision to the businessTo c...,Product Life Cycle Management,Market Penetration,Competitive Sales Analysis,product management,campaigns,Branding,Product Launch,Sales Presentations,Few Hours Ago
Executive Research Assistant,https://www.naukri.com/job-listings-executive-research-assistant-vidhi-centre-for-legal-policy-new-delhi-2-to-7-years-310124500908,,Vidhi Centre For Legal Policy,https://www.naukri.com/vidhi-centre-for-legal-policy-jobs-careers-6953095,https://www.ambitionbox.com/reviews/vidhi-centre-for-legal-policy-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.4,5  Reviews,2-7 Yrs,Not disclosed,New Delhi,Bachelor s degree in law / social sciences / humanities . 2 years of demonstrable work ...,Procurement,Administration,Basic,Interpersonal skills,Usage,Senior Executive,Data collection,Legal research,Just Now
Senior Asic Verification Engineer (VIP Development),https://www.naukri.com/job-listings-senior-asic-verification-engineer-vip-development-synopsys-noida-hyderabad-secunderabad-bangalore-bengaluru-6-to-11-years-231221004176,https://img.naukimg.com/logo_images/groups/v1/448420.gif,Synopsys,https://www.naukri.com/synopsys-jobs-careers-6697,https://www.ambitionbox.com/reviews/synopsys-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,256  Reviews,6-11 Yrs,Not disclosed,"Noida, Hyderabad/Secunderabad, Bangalore/Bengaluru",Languages: Hands-on experience with System Verilog & Verilog.Should have a good underst...,OVM,UVM,ASIC Verification,VMM,System Verilog,FPGA,SOC Verification,testbench,2 Days Ago
"Senior R&D Engineer (C++, Data Structure & Algorithms)",https://www.naukri.com/job-listings-senior-r-d-engineer-c-data-structure-algorithms-synopsys-noida-uttar-pradesh-hyderabad-secunderabad-bangalore-bengaluru-7-to-12-years-221221005755,https://img.naukimg.com/logo_images/groups/v1/448420.gif,Synopsys,https://www.naukri.com/synopsys-jobs-careers-6697,https://www.ambitionbox.com/reviews/synopsys-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,256  Reviews,7-12 Yrs,Not disclosed,"Noida, Uttar Pradesh, Hyderabad/Secunderabad, Bangalore/Bengaluru","Experience in designing, developing and maintaining large EDA softwareThe person is exp...",C++,Data Structures,Algorithms,EDA,Ansys,dassault,Cadence,keysight,2 Days Ago
Electrical Designer,https://www.naukri.com/job-listings-electrical-designer-mcdermott-international-ltd-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-3-to-8-years-290124502040,https://img.naukimg.com/logo_images/groups/v1/4656123.gif,McDermott,https://www.naukri.com/mcdermott-jobs-careers-897528,https://www.ambitionbox.com/reviews/mcdermott-international-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.2,581  Reviews,3-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Essential Qualifications and Education: . 3 years min with major contractor or consulta...,Fabrication,3D,Lighting design,Electrical design,AutoCAD,SOC,Design calculations,Microstation,1 Day Ago
"GET R&D Design - Ahmedabad, Noida, Pune, Chennai, Bangalore",https://www.naukri.com/job-listings-get-r-d-design-ahmedabad-noida-pune-chennai-bangalore-motherson-noida-pune-ahmedabad-chennai-bangalore-bengaluru-0-to-1-years-130722009183,https://img.naukimg.com/logo_images/groups/v1/4612649.gif,Motherson,https://www.naukri.com/motherson-jobs-careers-11221,https://www.ambitionbox.com/reviews/motherson-sumi-systems-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,2979  Reviews,0-1 Yrs,2.25 Lacs PA,"Noida, Pune(Marunji), Ahmedabad(Sanand), Chennai, Bangalore/Bengaluru(Bidadi)",Roles and Responsibilities . Graduate Engineer Trainee Good understanding on Electrical...,MS Office,R,Office,Microsoft,Design,,,,26 Days Ago
System Validation Engineer-(Face To Face Interview @ Pune),https://www.naukri.com/job-listings-system-validation-engineer-face-to-face-interview-pune-tata-elxsi-pune-maharashtra-3-to-6-years-170124010972,https://www.naukri.com/hotjobs/images/v3/TATA_Nov22.gif,Tata Elxsi,https://www.naukri.com/tata-elxsi-jobs-careers-1533,https://www.ambitionbox.com/reviews/tata-elxsi-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,1582  Reviews,3-6 Yrs,"50,000-2 Lacs PA","Hybrid - Pune, Maharashtra",Candidates must have,Validation Testing,Telematics,Connected Cars,System Validation,Data validation,Software testing,System,Interviewing,13 Days Ago
Clinical Research and Pharmacovigilance Internship - Clin Infotech,https://www.naukri.com/job-listings-clinical-research-and-pharmacovigilance-internship-clin-infotech-clin-infotech-hyderabad-secunderabad-telangana-pune-maharashtra-bangalore-bengaluru-karnataka-0-to-1-years-161123005950,,Clin Infotech,https://www.naukri.com/clininfotech-jobs-careers-6326174,,,,0-1 Yrs,Not disclosed,"Hyderabad/ Secunderabad, Telangana, Pune, Maharashtra, Bangalore/ Bengaluru, Karnataka",Clininfotech is Offering Internship Opportunity For Freshers to gain Work Experience on...,Pharmacovigilance,Pharmaceutics,MedDRA,PV,Pharmacology,PharmD,Clinical Trials,Life Sciences,23 Days Ago
Sr.Manager,https://www.naukri.com/job-listings-sr-manager-abbott-healthcare-pvt-ltd-mumbai-7-to-14-years-310124500541,https://img.naukimg.com/logo_images/groups/v1/434716.gif,Abbott,https://www.naukri.com/abbott-jobs-careers-38108,https://www.ambitionbox.com/reviews/abbott-healthcare-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.1,2756  Reviews,7-14 Yrs,Not disclosed,Mumbai,"The Principal Packaging Scientist, Product Design and Development (PDD) within In...",Procurement,Usage,Material science,Claims,AutoCAD,Pharma,Intellectual property,Packaging,Just Now
Clinical Research Scientist II,https://www.naukri.com/job-listings-clinical-research-scientist-ii-watson-pharma-private-limited-mumbai-navi-mumbai-6-to-8-years-300124501746,https://img.naukri.com/logo_images/v3/1642980.gif,Watson Pharama,https://www.naukri.com/watson-pharama-jobs-careers-163729,https://www.ambitionbox.com/reviews/watson-pharama-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.6,5  Reviews,6-8 Yrs,Not disclosed,"Mumbai, Navi Mumbai","Strongly self-motivated, believing in team-work and efficient problem solver, having go...",Selection process,GCP,External audit,Pharma,Research Scientist II,Clinical research,bioanalytical,Associate Director,1 Day Ago
Assistant Manager,https://www.naukri.com/job-listings-assistant-manager-bdo-rise-hyderabad-telangana-bangalore-rural-karnataka-5-to-6-years-310124008253,,BDO Rise,https://www.naukri.com/bdo-rise-jobs-careers-6123376,https://www.ambitionbox.com/reviews/bdo-rise-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.6,153  Reviews,5-6 Yrs,Not disclosed,"Hybrid - Hyderabad, Telangana, Bangalore Rural, Karnataka","Five (5) or more years prior experience in accounting, tax or finance (including intern...",Tax Research & Development,Taxation,Management,Research,Tax Research,Development,Development,Assistance,Just Now
Senior Physical Design Engineers,https://www.naukri.com/job-listings-senior-physical-design-engineers-synopsys-noida-uttar-pradesh-bangalore-bengaluru-7-to-12-years-260919001151,https://img.naukimg.com/logo_images/groups/v1/448420.gif,Synopsys,https://www.naukri.com/synopsys-jobs-careers-6697,https://www.ambitionbox.com/reviews/synopsys-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,256  Reviews,7-12 Yrs,Not disclosed,"Noida, Uttar Pradesh, Bangalore/Bengaluru",Candidate must have good exposure to methodology changes to achieve targeted PPA metric...,physical design,place & route,timing closure,PNR,Clock tree synthesis,synthesis,STA,ASIC Synthesis,2 Days Ago
Senior Lead Engineer- Test Equipment,https://www.naukri.com/job-listings-senior-lead-engineer-test-equipment-collins-aerospace-bangalore-bengaluru-7-to-10-years-300124502064,https://img.naukimg.com/logo_images/groups/v1/4887623.gif,Collins Aerospace,https://www.naukri.com/collins-aerospace-jobs-careers-334333,https://www.ambitionbox.com/reviews/collins-aerospace-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,615  Reviews,7-10 Yrs,Not disclosed,Bangalore/Bengaluru,"Hands on experience on various test and measurement equipment like NI hardware, third p...",Prototype,Simulation,AutoCAD,Aerospace,FPGA,Senior Lead,Labview,ORCAD,1 Day Ago
Associate Design Control Engineer NPD,https://www.naukri.com/job-listings-associate-design-control-engineer-npd-alcon-pharmaceuticals-pvt-ltd-bangalore-bengaluru-2-to-6-years-300124500373,,Alcon Pharmaceuticals,https://www.naukri.com/alcon-pharmaceuticals-jobs-careers-3851136,https://www.ambitionbox.com/reviews/alcon-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.5,332  Reviews,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,"STEAM - Applied Science, Technology, Engineering, Arts and Math . Project Management ex...",PLM,Data analysis,ISO 13485,ISO,Project management,Process improvement,Visio,Risk management,1 Day Ago
"Manager, Feasibility",https://www.naukri.com/job-listings-manager-feasibility-icon-plc-chennai-bengaluru-thiruvananthapuram-kerala-5-to-10-years-300124005688,https://img.naukimg.com/logo_images/groups/v1/1180806.gif,ICON plc,https://www.naukri.com/icon-plc-jobs-careers-144953,https://www.ambitionbox.com/reviews/icon-plc-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.2,538  Reviews,5-10 Yrs,Not disclosed,"Hybrid - Chennai, Bengaluru, Thiruvananthapuram, Kerala",Role & responsibilities: Conduct evidence based feasibilityPreparation of Feasibility s...,Pre-award,Data Analysis,Bid Defense,Clinical Feasibility,Feasibility,Feasibility Analysis,Site Selection,Site Identification,1 Day Ago
Hiring For Research Associate - Product Development (Soaps),https://www.naukri.com/job-listings-hiring-for-research-associate-product-development-soaps-itc-bangalore-bengaluru-3-to-6-years-290523002350,https://www.naukri.com/hotjobs/images/v3/itc_nov13.gif,ITC,https://www.naukri.com/itc-jobs-careers-111464,https://www.ambitionbox.com/reviews/itc-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,5163  Reviews,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,"Qualifications : M Sc Chemistry / MTech (Oils, Oleochemicals and Surfactants Technology...",Product Development,Formulation,SOAP,Research,Hiring,Development,,,2 Days Ago
Structural (Physical Design) Engineer Full Chip Lead,https://www.naukri.com/job-listings-structural-physical-design-engineer-full-chip-lead-intel-technology-india-pvt-ltd-bangalore-bengaluru-8-to-12-years-290124900662,https://www.naukri.com/hotjobs/images/v3/intel_nov13.gif,Intel,https://www.naukri.com/intel-jobs-careers-234718,https://www.ambitionbox.com/reviews/intel-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.2,795  Reviews,8-12 Yrs,Not disclosed,Bangalore/Bengaluru,Experience with 7nm technology or belowGrooming the team members from the technical fro...,Physical Design,Structural Design,Digital design,SOC,Perl,UPF,Floor planning,RTL,2 Days Ago
Statistical Programmer,https://www.naukri.com/job-listings-statistical-programmer-icon-plc-chennai-bengaluru-thiruvananthapuram-kerala-5-to-10-years-290124002206,https://img.naukimg.com/logo_images/groups/v1/1180806.gif,ICON plc,https://www.naukri.com/icon-plc-jobs-careers-144953,https://www.ambitionbox.com/reviews/icon-plc-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.2,538  Reviews,5-10 Yrs,Not disclosed,"Hybrid - Chennai, Bengaluru, Thiruvananthapuram, Kerala",Perform the following tasks per project specific timelines as deemed appropriate to lev...,Clinical SAS Programming,Adam,Tables,sdtm,TLF,Statistics,Program,Programming,2 Days Ago
Junior Research Associate - Food Technologist,https://www.naukri.com/job-listings-junior-research-associate-food-technologist-itc-bengaluru-2-to-6-years-261223004682,https://www.naukri.com/hotjobs/images/v3/itc_nov13.gif,ITC,https://www.naukri.com/itc-jobs-careers-111464,https://www.ambitionbox.com/reviews/itc-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,5163  Reviews,2-6 Yrs,Not disclosed,Bengaluru,Qualifications : M Tech - Food Technology / Life science background To perform required...,food formulation,Formulation Development,Research,Formulation,Development,Food technology,,,2 Days Ago
Medical Technologies-Software Product Development Lead,https://www.naukri.com/job-listings-medical-technologies-software-product-development-lead-accenture-solutions-pvt-ltd-bangalore-bengaluru-12-to-14-years-260124905479,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,12-14 Yrs,Not disclosed,Bangalore/Bengaluru,Professional Attributes :Software development as per ISO13485 / IEC 62304 for medical d...,Medical devices,Dicom,Image processing,Hardware design,Firmware development,Critical care,Software product development,Sales process,5 Days Ago
Senior Engineer (Power Supply Design),https://www.naukri.com/job-listings-senior-engineer-power-supply-design-thales-india-pvt-ltd-bangalore-bengaluru-5-to-10-years-250124500586,https://img.naukimg.com/logo_images/groups/v1/1582052.gif,Thales,https://www.naukri.com/thales-jobs-careers-3658,https://www.ambitionbox.com/reviews/thales-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,292  Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,Qualifications: BE / B Tech / M Tech in Electronics & Communication or Electrical engin...,EMI,Simulation,Aerospace,Ansys,Ethernet,Power electronics,Power supply,SPI,6 Days Ago
Hiring For Software Architect,https://www.naukri.com/job-listings-hiring-for-software-architect-harman-bengaluru-12-to-18-years-250124009383,https://img.naukimg.com/logo_images/groups/v1/2100706.gif,HARMAN,https://www.naukri.com/harman-jobs-careers-9363,https://www.ambitionbox.com/reviews/harman-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,2274  Reviews,12-18 Yrs,Not disclosed,Bengaluru,Analyze customer requirement and map them to existing architecture or extend the archit...,Linux Kernel Programming,Cyber Security,UML,Software Architect,TARA,Aspice,Software,Architecture,6 Days Ago
Mechanical Design Engineer,https://www.naukri.com/job-listings-mechanical-design-engineer-quest-global-bengaluru-karnataka-5-to-8-years-250124005809,https://img.naukimg.com/logo_images/groups/v1/430014.gif,Quest Global,https://www.naukri.com/quest-global-jobs-careers-33042,https://www.ambitionbox.com/reviews/quest-global-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.6,1830  Reviews,5-8 Yrs,6-9 Lacs PA,"Bengaluru, Karnataka","Ability to interpret Finite Element Analysis (Linear, Static, Crash), CAD modelling exp...",Catia V5,Automotive Design,Plastic Molding,Plastic,Automotive,Mechanical engineering,Mechanical design,Mechanical,6 Days Ago
Clinical Data Svs Associate,https://www.naukri.com/job-listings-clinical-data-svs-associate-accenture-solutions-pvt-ltd-bangalore-bengaluru-1-to-3-years-240124912377,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,Please note that this role may require you to work in rotational shiftsQualifications:B...,Clinical trials,Life sciences,Pharmacovigilance,Clinical data management,sae reconciliation,strategy consulting,crf,etmf,6 Days Ago
Design Engineer - Sheet/plastics Mechanical,https://www.naukri.com/job-listings-design-engineer-sheet-plastics-mechanical-capgemini-technology-services-india-limited-bangalore-bengaluru-3-to-8-years-240124908194,https://www.naukri.com/hotjobs/images/v3/captech_jun20.gif,Capgemini,https://www.naukri.com/capgemini-jobs-careers-649,https://www.ambitionbox.com/reviews/capgemini-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,29393  Reviews,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,Role and ResponsibilitiesMinimum 3 years experience in Plastic product design and devel...,Plastic product design,FEA,DFMEA,Creo,Manufacturing drawings,product lifecycle management process,Clearance analysis,Product design,7 Days Ago
Research Specialist,https://www.naukri.com/job-listings-research-specialist-accenture-solutions-pvt-ltd-bangalore-bengaluru-5-to-10-years-240124905275,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,"Combining unmatched experience and specialized skills across more than 40 industries, w...",Telecom,Market analysis,Financial analysis,data visualization,Gaming,Data,Marketing,Analysis,7 Days Ago
Industry X - Automotive Engineering - Design Engineering - 11,https://www.naukri.com/job-listings-industry-x-automotive-engineering-design-engineering-11-accenture-solutions-pvt-ltd-bangalore-bengaluru-2-to-5-years-240124904927,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,"Combining unmatched experience and specialized skills across more than 40 industries, w...",Engineering services,Engineering Design,Manufacturing operations,Automotive engineering,Design engineering,3D modeling,Unigraphics,Modeling,7 Days Ago
Turing Design Verification - Sr Lead Engineer,https://www.naukri.com/job-listings-turing-design-verification-sr-lead-engineer-qualcomm-technologies-inc-bangalore-bengaluru-5-to-8-years-240124501977,https://img.naukimg.com/logo_images/groups/v1/356782.gif,"Qualcomm Technologies, Inc",https://www.naukri.com/qualcomm-jobs-careers-31927,https://www.ambitionbox.com/reviews/qualcomm-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,764  Reviews,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,"Our team here works on the Verification of advanced IPs, HW Accelerators and Subsyste...",Computer science,Hardware engineering,Simulation,Staffing,Test planning,Perl,System verilog,UVM,6 Days Ago
Senior Mechanical Product Design Engineer,https://www.naukri.com/job-listings-senior-mechanical-product-design-engineer-schneider-electric-india-pvt-ltd-bangalore-bengaluru-10-to-12-years-240124501609,https://img.naukimg.com/logo_images/groups/v1/20302.gif,Schneider Electric,https://www.naukri.com/schneider-electric-jobs-careers-18252,https://www.ambitionbox.com/reviews/schneider-electric-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.1,3415  Reviews,10-12 Yrs,Not disclosed,Bangalore/Bengaluru,. Undergraduate degree in Mechanical or Electro-Mechanical Engineering and 10+ years of...,RCA,Prototype,Sheet metal,CAD,Ansys,DFX,thermal,Product design,6 Days Ago
Associate Design Engineer,https://www.naukri.com/job-listings-associate-design-engineer-caterpillar-india-private-ltd-chennai-bangalore-bengaluru-4-to-9-years-240124501194,https://img.naukimg.com/logo_images/groups/v1/4585477.gif,Caterpillar Inc,https://www.naukri.com/caterpillar-jobs-careers-1534,https://www.ambitionbox.com/reviews/caterpillar-inc-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.3,1014  Reviews,4-9 Yrs,Not disclosed,"Chennai, Bangalore/Bengaluru",A minimum of 4+ years of experience in designing structural components related to Tu...,Layout design,ISO,Mechanical,Packaging,product life cycle,System design,Mechanical design,New product development,6 Days Ago
Process Engineer Machining- ME GPS,https://www.naukri.com/job-listings-process-engineer-machining-me-gps-general-motors-gm-bengaluru-karnataka-4-to-9-years-240124005001,https://img.naukimg.com/logo_images/groups/v1/12076.gif,General Motors (GM),https://www.naukri.com/general-motors-gm-jobs-careers-8031,https://www.ambitionbox.com/reviews/general-motors-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.4,496  Reviews,4-9 Yrs,Not disclosed,"Bengaluru, Karnataka(Whitefield)",Job SummaryThe "individual contributor/technical expert" level process engineer to Lead...,Machining Process,Powertrain,Machining,Crank Shaft,Transmission,Propulsion,Machine Shop,Engine,7 Days Ago
