title,title href,logoImage src,comp-name,comp-name href,rating href,main-2,review,expwdth,ni-job-tuple-icon,locWdth,job-desc,dot-gt,dot-gt 2,dot-gt 3,dot-gt 4,dot-gt 5,dot-gt 6,dot-gt 7,dot-gt 8,job-post-day
Manager II - UX,https://www.naukri.com/job-listings-manager-ii-ux-citiustech-mumbai-hyderabad-secunderabad-pune-chennai-gurgaon-gurugram-bangalore-bengaluru-10-to-12-years-240124501618,https://img.naukimg.com/logo_images/groups/v1/682834.gif,Citiustech,https://www.naukri.com/citiustech-jobs-careers-142075,https://www.ambitionbox.com/reviews/citiustech-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.5,1291  Reviews,10-12 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru",Deliver delightful and functional UX design for complex software for consumer and enter...,Front end,Industrial design,Coding,Enterprise applications,Interaction design,Agile,Healthcare,Life sciences,6 Days Ago
UI and Services Engineer,https://www.naukri.com/job-listings-ui-and-services-engineer-mclaren-strategic-solutions-mss-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-2-to-6-years-220124501757,,Mclaren Strategic Solutions (mss),https://www.naukri.com/mclaren-strategic-solutions-mss-jobs-careers-124066566,,,,2-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","Minimum of a Bachelor s degree in computer science, Engineering, Mathematics or equival...",Computer science,continuous integration,Front end,GIT,Architecture,Javascript,Agile,Software development life cycle,8 Days Ago
Video Streaming Professional,https://www.naukri.com/job-listings-video-streaming-professional-telus-international-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-4-to-9-years-220124502737,https://img.naukimg.com/logo_images/groups/v1/250496.gif,TELUS International,https://www.naukri.com/telus-international-jobs-careers-1601,https://www.ambitionbox.com/reviews/telus-international-philippines-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,892  Reviews,4-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",". Good knowledge in Streaming APIs, Communications APIs and Media APIs, SDK",BPO,Debugging,Agile,HTTP,SDK,Customer service,Troubleshooting,Consumer electronics,8 Days Ago
FCS CAD and Carryover Engineer,https://www.naukri.com/job-listings-fcs-cad-and-carryover-engineer-ford-global-business-services-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-1-to-4-years-080124500970,https://img.naukimg.com/logo_images/groups/v1/247012.gif,Ford,https://www.naukri.com/ford-jobs-careers-19589,https://www.ambitionbox.com/reviews/ford-motor-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.4,2736  Reviews,1-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Create and update 2D drawings as required .  BE/ BTech with experience of 5 years in CA...,Accessories,CAD,Archiving,Engineering Design,3d cad,Design support,FCS,Engineering,22 Days Ago
Senior Product Designer,https://www.naukri.com/job-listings-senior-product-designer-mindtickle-pune-bangalore-bengaluru-4-to-9-years-300124501072,https://img.naukimg.com/logo_images/groups/v1/1715830.gif,Mindtickle,https://www.naukri.com/mindtickle-jobs-careers-2254142,https://www.ambitionbox.com/reviews/mindtickle-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.6,61  Reviews,4-9 Yrs,Not disclosed,"Pune, Bangalore/Bengaluru","Bachelor s degree in Product Design, Graphic Design, Human Computer Interaction, or rel...",Graphic designing,LMS,Web technologies,Instructional design,Interaction design,Product sales,Customer support,Product design,1 Day Ago
System Design Engineer,https://www.naukri.com/job-listings-system-design-engineer-siemens-limited-bangalore-bengaluru-0-to-7-years-290124502931,https://img.naukimg.com/logo_images/groups/v1/40604.gif,Siemens,https://www.naukri.com/siemens-jobs-careers-73816,https://www.ambitionbox.com/reviews/siemens-india-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.2,4154  Reviews,0-7 Yrs,Not disclosed,Bangalore/Bengaluru,. Work experience 3 to 7 years for Hardware / system Design in the domain of building t...,Design engineering,HVAC,Automation,Quality check,Siemens,Instrumentation,System design,Project delivery,1 Day Ago
Sr. System Design Engineer,https://www.naukri.com/job-listings-sr-system-design-engineer-siemens-limited-bangalore-bengaluru-0-to-7-years-290124502929,https://img.naukimg.com/logo_images/groups/v1/40604.gif,Siemens,https://www.naukri.com/siemens-jobs-careers-73816,https://www.ambitionbox.com/reviews/siemens-india-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.2,4154  Reviews,0-7 Yrs,Not disclosed,Bangalore/Bengaluru,Effectively handle global projects in Building Automation System(BAS) for as...,Business services,Design engineering,HVAC,Automation,Quality check,Siemens,Instrumentation,System design,1 Day Ago
Interior Designer,https://www.naukri.com/job-listings-interior-designer-nobroker-technologies-solutions-nobroker-in-pune-maharashtra-gurugram-haryana-mumbai-all-areas-2-to-4-years-301123005457,,Nobroker Technologies Solutions (NoBroker.in ),https://www.naukri.com/nobroker-technologies-solutions-n-obroker-in-jobs-careers-1632940,https://www.ambitionbox.com/reviews/nobroker-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.3,1561  Reviews,2-4 Yrs,2.25-5 Lacs PA,"Pune, Maharashtra, Gurugram, Haryana, Mumbai (All Areas)",JD for Interior DesignerAbout The Company :NoBroker.com is the world's largest C2C mark...,Modular Kitchen,AutoCAD 3D,VRAY,Interior Designing,Sketchup,2D,Residential,Presentation Drawings,7 Days Ago
Bim Modeler,https://www.naukri.com/job-listings-bim-modeler-karch-architects-mumbai-suburban-maharashtra-pune-mumbai-all-areas-2-to-5-years-300124010818,,Karch Architects,https://www.naukri.com/karch-architects-jobs-careers-123726463,https://www.ambitionbox.com/reviews/kathir-architects-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,1,2  Reviews,2-5 Yrs,Not disclosed,"Mumbai Suburban, Maharashtra, Pune, Mumbai (All Areas)",Experience in Revit Structure 3D Modeling Develop detailed design drawings using Revit ...,Bim,REVIT,REVIT Structure,REVIT MEP,AutoCAD,REVIT Architecture,3D Modeling,Architecture,1 Day Ago
Pre-Sales Solution Designer - Cisco,https://www.naukri.com/job-listings-pre-sales-solution-designer-cisco-telus-international-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-5-to-10-years-150124500675,https://img.naukimg.com/logo_images/groups/v1/250496.gif,TELUS International,https://www.naukri.com/telus-international-jobs-careers-1601,https://www.ambitionbox.com/reviews/telus-international-philippines-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,892  Reviews,5-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Shift : Canadian working hours .  . CCNA OR CCNP certification profferedHe / She should...,BPO,Managed services,Project management,Consulting,Presales,Customer service,Visio,Licensing,15 Days Ago
Motion Graphic Designer  - Remote,https://www.naukri.com/job-listings-motion-graphic-designer-remote-teamlease-services-limited-bengaluru-karnataka-delhi-ncr-mumbai-all-areas-2-to-7-years-170124005801,,Teamlease Services Limited,https://www.naukri.com/teamlease-services-jobs-careers-4553068,https://www.ambitionbox.com/reviews/team-lease-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,2752  Reviews,2-7 Yrs,5-9 Lacs PA,"Bengaluru, Karnataka, Delhi / NCR, Mumbai (All Areas)","Good knowledge of graphic designing tools like Sketch, Adobe Illustrator, Photoshop, Af...",Motion Designing,Motion Graphics,Video Editing,Special Effects,lead motion,VFX,2D Animation,Aftereffects,14 Days Ago
Computer Aided Design Engineer (CAD),https://www.naukri.com/job-listings-computer-aided-design-engineer-cad-alstom-transport-india-ltd-bangalore-bengaluru-3-to-6-years-310124908363,https://img.naukimg.com/logo_images/groups/v1/4579521.gif,Alstom Transportation,https://www.naukri.com/alstom-transportation-jobs-careers-6912,https://www.ambitionbox.com/reviews/alstom-transportation-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,2135  Reviews,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,Minimum 3 years experience in design of mechanical parts . Competencies & Skills. Exper...,CAD,CATIA,3D,GO,DMA,CATIA V5,Golang,Design,Just Now
UI/UX Designer,https://www.naukri.com/job-listings-ui-ux-designer-siemens-limited-bangalore-bengaluru-2-to-5-years-310124500850,https://img.naukimg.com/logo_images/groups/v1/40604.gif,Siemens,https://www.naukri.com/siemens-jobs-careers-73816,https://www.ambitionbox.com/reviews/siemens-india-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.2,4154  Reviews,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,". Well Versed with Designsystems, Auto Layout, Grid management, Responsive design, Rapi...",UI development,Prototype,Illustrator,Consulting,Javascript,Siemens,Photoshop,axure,Just Now
Manager Design,https://www.naukri.com/job-listings-manager-design-zeta-inc-bangalore-bengaluru-7-to-9-years-310124500398,https://img.naukimg.com/logo_images/groups/v1/481500.gif,Zeta Inc.,https://www.naukri.com/zeta-jobs-careers-63588,https://www.ambitionbox.com/reviews/zeta-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.4,195  Reviews,7-9 Yrs,Not disclosed,Bangalore/Bengaluru,End-to-End UX Ownership : Own the entire UX design process from concept to implement...,Usage,User interface designing,User interaction,Interaction design,Test design,Banking,Back office,data visualization,Just Now
Product Designer,https://www.naukri.com/job-listings-product-designer-narayana-hrudayalaya-private-limited-bengaluru-3-to-5-years-310124009240,https://img.naukimg.com/logo_images/groups/v1/565512.gif,Narayana Hrudayalaya Private Limited,https://www.naukri.com/narayana-health-nh-jobs-careers-832893,https://www.ambitionbox.com/reviews/narayana-health-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.2,1364  Reviews,3-5 Yrs,Not disclosed,Bengaluru,"Knowledge and Skills: . Must have Bachelor s / Masters degree in Interaction Design, Gr...",typography,communication design,visual communication,photoshop,xd,dashboards,prototype,digital product,Just Now
Required UX Writer content designer Off Role,https://www.naukri.com/job-listings-required-ux-writer-content-designer-off-role-teamlease-services-limited-bengaluru-2-to-6-years-310124007541,,Teamlease Services Limited,https://www.naukri.com/teamlease-services-jobs-careers-4553068,https://www.ambitionbox.com/reviews/team-lease-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,2752  Reviews,2-6 Yrs,10-12 Lacs PA,Bengaluru,Technical ThinkingUX writingUX content writingContent developerProduct designsProduct M...,Content Designing,UX content writing,Product Design,Content Development,Ux Writing,Content Creation,Google docs,content designer,Few Hours Ago
Product Designer - FinOps,https://www.naukri.com/job-listings-product-designer-finops-ibm-india-pvt-limited-bangalore-bengaluru-3-to-6-years-300124906620,https://www.naukri.com/hotjobs/images/v3/ibmsep14.gif,IBM,https://www.naukri.com/ibm-jobs-careers-16987,https://www.ambitionbox.com/reviews/ibm-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.1,19553  Reviews,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,Thomas J. Watson said it best: Good design is good business. Visualization is critical ...,Interaction design,Agile,HTML,Business intelligence,CRM,data science,enterprise business,Intelligence,1 Day Ago
BIM/Revit - Structures Lead Designer,https://www.naukri.com/job-listings-bim-revit-structures-lead-designer-atkins-realis-bangalore-bengaluru-10-to-12-years-300124501232,,Atkinsr?alis,https://www.naukri.com/atkinsr-alis-jobs-careers-124023562,https://www.ambitionbox.com/reviews/snc-lavalin-international-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.3,645  Reviews,10-12 Yrs,Not disclosed,Bangalore/Bengaluru,"Monitoring the Performance of the Cad / BIM Team and mentoring, Coaching as required Sh...",Technical writing,People management skills,Project management,CAD,Bim,MEP,REVIT,Scheduling,1 Day Ago
Graphic Designer and Video Editor,https://www.naukri.com/job-listings-graphic-designer-and-video-editor-broadridge-bangalore-rural-karnataka-4-to-9-years-300124009804,https://www.naukri.com/hotjobs/images/v3/bfsipl_nov13.gif,Broadridge,https://www.naukri.com/broadridge-jobs-careers-204771,https://www.ambitionbox.com/reviews/broadridge-financial-solution-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,1010  Reviews,4-9 Yrs,Not disclosed,"Hybrid - Bangalore Rural, Karnataka","Software skills: . Figma highly proficient, certification preferred or establish profic...",Figma,Indesign,Aftereffects,Illustrator,Adobe Creative Suite,Graphics,Video,Adobe,1 Day Ago
Visual Designer,https://www.naukri.com/job-listings-visual-designer-ibm-india-pvt-limited-bangalore-bengaluru-2-to-5-years-290124904125,https://www.naukri.com/hotjobs/images/v3/ibmsep14.gif,IBM,https://www.naukri.com/ibm-jobs-careers-16987,https://www.ambitionbox.com/reviews/ibm-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.1,19553  Reviews,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,Your Role and ResponsibilitiesThe design practice is looking for an experienced and hig...,Front end,adobe creative suite,Illustration,data visualization,css,visual design,quality control,figma,2 Days Ago
UI Engineering (React JS ) - Senior Associate,https://www.naukri.com/job-listings-ui-engineering-react-js-senior-associate-pricewaterhouse-coopers-private-limited-bangalore-bengaluru-2-to-6-years-290124502890,https://img.naukri.com/logo_images/v3/1428182.gif,PwC Service Delivery Center,https://www.naukri.com/pwc-service-delivery-center-jobs-careers-676499,https://www.ambitionbox.com/reviews/pwc-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.6,6844  Reviews,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,A career in Software Engineering will provide you with the opportunity to deliver inn...,Web technologies,Data management,Coding,Product innovation,User interaction,Analytical,HTML,Application development,1 Day Ago
"Designer, Interaction Design",https://www.naukri.com/job-listings-designer-interaction-design-samsung-india-electronics-pvt-ltd-bangalore-bengaluru-1-to-4-years-290124500799,https://img.naukimg.com/logo_images/groups/v1/23222.gif,Samsung India,https://www.naukri.com/samsung-india-jobs-careers-21899,https://www.ambitionbox.com/reviews/samsung-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.1,6806  Reviews,1-4 Yrs,Not disclosed,Bangalore/Bengaluru,Typical entry point for university graduates Derive UX (User Experience) concept and so...,Concept design,User interface designing,Interaction design,Management,Research analysis,Information architecture,Research,Analysis,1 Day Ago
Catia CPD,https://www.naukri.com/job-listings-catia-cpd-ajcapstone-infotech-bengaluru-3-to-8-years-290124005387,https://img.naukimg.com/logo_images/groups/v1/8021203.gif,Ajcapstone Infotech,https://www.naukri.com/ajcapstone-infotech-jobs-careers-5804316,https://www.ambitionbox.com/reviews/ajcapstone-infotech-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.2,5  Reviews,3-8 Yrs,"50,000-60,000 PA",Bengaluru,Need both skillset profiles. (Catia with CPD & Catia with MBD).Experience: 3 to 8 year...,aerospace,CATIA V5,CATIA,Cpd,3D PDF creation,Mbd,3D,PDF,2 Days Ago
Motion Graphic Designer||4-6 yr||Remote||Offrole||Immediate joiner,https://www.naukri.com/job-listings-motion-graphic-designer-4-6-yr-remote-offrole-immediate-joiner-teamlease-services-limited-bengaluru-4-to-6-years-181223007039,,Teamlease Services Limited,https://www.naukri.com/teamlease-services-jobs-careers-4553068,https://www.ambitionbox.com/reviews/team-lease-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,2752  Reviews,4-6 Yrs,4-9 Lacs PA,Remote,The ability to partner with other creative team members and key stakeholders to create ...,Ui/Ux,Motion Designing,Motion Graphics,Animation,Adobe After Effects,UX,Storyboarding,Staging,1 Day Ago
Graphic Designer||1-5 yrs||Remote||Offrole||Immediate Joiner,https://www.naukri.com/job-listings-graphic-designer-1-5-yrs-remote-offrole-immediate-joiner-teamlease-services-limited-bengaluru-1-to-5-years-181223007013,,Teamlease Services Limited,https://www.naukri.com/teamlease-services-jobs-careers-4553068,https://www.ambitionbox.com/reviews/team-lease-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,2752  Reviews,1-5 Yrs,2.5-6.5 Lacs PA,Remote,"Educational Background: I deally a graduate in Multimedia, BMM, Arts, or a related fiel...",Figma,Illustrator,Mass Media,Graphic Designing,Adobe,Communication Skills,Content Development,E commerce,1 Day Ago
Senior Product Designer,https://www.naukri.com/job-listings-senior-product-designer-aurigo-software-technologies-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-4-to-8-years-300124501049,https://img.naukimg.com/logo_images/groups/v1/4581785.gif,Aurigo Software Technologies,https://www.naukri.com/aurigo-technologies-jobs-careers-214184,https://www.ambitionbox.com/reviews/aurigo-software-technologies-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.9,403  Reviews,4-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Experience in using data-driven decisions / analytics for UX design . Proficiency in de...,Product engineering,Team management,Illustrator,Interaction design,Healthcare,Product design,Adobe,Usability testing,1 Day Ago
Senior User Experience Designer II,https://www.naukri.com/job-listings-senior-user-experience-designer-ii-akamai-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-7-to-9-years-290124502676,https://img.naukimg.com/logo_images/groups/v1/1350708.gif,Akamai,https://www.naukri.com/akamai-jobs-careers-9942,https://www.ambitionbox.com/reviews/akamai-technologies-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.4,305  Reviews,7-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Do what you love . To be successful in this role you will: . Have 7+ years of relevant ...,B2B,User interface designing,SAAS,Cloud,Manager Technology,Budgeting,Enterprise software,Technology,1 Day Ago
Video Monitoring Analyst,https://www.naukri.com/job-listings-video-monitoring-analyst-stats-systems-india-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-1-to-4-years-290124502004,https://img.naukimg.com/logo_images/groups/v1/4744269.gif,Stats Systems India,https://www.naukri.com/stats-systems-india-jobs-careers-239929,https://www.ambitionbox.com/reviews/stats-perform-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,80  Reviews,1-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",You will be required to input data into our business systems that informs or allows our...,Excel,Senior Analyst,Artificial Intelligence,Manager Technology,Broadcasting,Genetics,MS Office,Monitoring,1 Day Ago
Structural Bridge Design Engineer- Pune/Bangalore/chennai,https://www.naukri.com/job-listings-structural-bridge-design-engineer-pune-bangalore-chennai-brunel-pune-maharashtra-chennai-tamil-nadu-bangalore-bengaluru-karnataka-4-to-9-years-231123006551,https://img.naukimg.com/logo_images/groups/v1/2532494.gif,Brunel,https://www.naukri.com/brunel-jobs-careers-194933,https://www.ambitionbox.com/reviews/brunel-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.1,96  Reviews,4-9 Yrs,7-17 Lacs PA,"Pune, Maharashtra, Chennai, Tamil Nadu, Bangalore/ Bengaluru, Karnataka","Education Post Graduation in Structural Engineering Experience with Open Bridge, AutoCA...",Detail Engineering,Bridge Design,Structural design,Detailing,Structural engineering,Engineering,Bridges,Design,8 Days Ago
System Design Engineer,https://www.naukri.com/job-listings-system-design-engineer-siemens-limited-pune-0-to-7-years-290124502930,https://img.naukimg.com/logo_images/groups/v1/40604.gif,Siemens,https://www.naukri.com/siemens-jobs-careers-73816,https://www.ambitionbox.com/reviews/siemens-india-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.2,4154  Reviews,0-7 Yrs,Not disclosed,Pune,Work experience 3 to 7 years for Hardware / system Design in the domain of building tec...,Design engineering,HVAC,Automation,Quality check,Siemens,Instrumentation,System design,Project delivery,1 Day Ago
Junior Architect,https://www.naukri.com/job-listings-junior-architect-essar-mumbai-maharashtra-1-to-5-years-310124008464,,ESSAR,https://www.naukri.com/essar-global-fund-egfl-jobs-careers-5605070,https://www.ambitionbox.com/reviews/essar-offshore-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3,5  Reviews,1-5 Yrs,Not disclosed,"Mumbai, Maharashtra(Mahalaxmi)","In order to ensure that projects follow legal specifications and company procedures, th...",Architectural Design,Communication Skills,AutoCAD,REVIT,Problem Solving Skills,Design,Problem solving,Architecture,Just Now
UX Design Manager,https://www.naukri.com/job-listings-ux-design-manager-capgemini-technology-services-india-limited-mumbai-9-to-12-years-300124909734,https://www.naukri.com/hotjobs/images/v3/captech_jun20.gif,Capgemini,https://www.naukri.com/capgemini-jobs-careers-649,https://www.ambitionbox.com/reviews/capgemini-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,29393  Reviews,9-12 Yrs,Not disclosed,Mumbai,Optimization of application for maximum performance and scalability User experience (UX...,UX Design,CSS,HP data protector,Coding,Illustrator,Adobe XD,Agile development,responsive design,1 Day Ago
User Experience Arch  Analyst-Creative Services,https://www.naukri.com/job-listings-user-experience-arch-analyst-creative-services-accenture-solutions-pvt-ltd-mumbai-3-to-5-years-300124904348,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,3-5 Yrs,Not disclosed,Mumbai,Please note that this role may require you to work in rotational shiftsQualifications:A...,User Experience,Architecture,Illustrator,Marketing operations,Digital marketing,User experience design,Visual Design,Digital,1 Day Ago
Associate Lead Designer,https://www.naukri.com/job-listings-associate-lead-designer-atkins-realis-mumbai-4-to-6-years-300124501231,,Atkinsr?alis,https://www.naukri.com/atkinsr-alis-jobs-careers-124023562,https://www.ambitionbox.com/reviews/snc-lavalin-international-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.3,645  Reviews,4-6 Yrs,Not disclosed,Mumbai,"Proficient in Equipment design and development, System design, including concept sketch...",Associate Lead,Design,,,,,,,1 Day Ago
Associate Manager - UX,https://www.naukri.com/job-listings-associate-manager-ux-gep-mumbai-navi-mumbai-3-to-6-years-290124501022,https://img.naukimg.com/logo_images/groups/v1/1711838.gif,GEP,https://www.naukri.com/gep-jobs-careers-21647,https://www.ambitionbox.com/reviews/gep-worldwide-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,765  Reviews,3-6 Yrs,Not disclosed,"Mumbai, Navi Mumbai",. Bachelors or MS in any human behavior-related field (or equivalent and demonstrable w...,Procurement,Qualitative research,Web designing,Gap analysis,Data analytics,Research,Usability testing,Business operations,1 Day Ago
Lead Architect,https://www.naukri.com/job-listings-lead-architect-jacobs-solutions-india-navi-mumbai-9-to-14-years-030622006461,https://img.naukimg.com/logo_images/groups/v1/8100787.gif,Jacobs Solutions India,https://www.naukri.com/jacobs-solutions-india-jobs-careers-123611765,https://www.ambitionbox.com/reviews/jacobs-engineering-group-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.1,804  Reviews,9-14 Yrs,Not disclosed,Navi Mumbai,"Conceptualization, preparation of various options meeting the Uptime Institutes Tier st...",Architecture,Working Drawings,Architectural Design,Master Planning,data Center,Drawing,Design,Planning,1 Day Ago
UX Designer,https://www.naukri.com/job-listings-ux-designer-indegene-private-limited-bangalore-bengaluru-2-to-3-years-310124500354,https://img.naukimg.com/logo_images/groups/v1/3594512.gif,Indegene,https://www.naukri.com/indegene-jobs-careers-4147,https://www.ambitionbox.com/reviews/indegene-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.6,897  Reviews,2-3 Yrs,Not disclosed,Bangalore/Bengaluru,"Bachelor Degree in any of the following disciplines: Human Computer Interaction (HCI), ...",Web technologies,Project management,Interaction design,Design development,Manager Technology,Healthcare,Mentor,Adobe,Just Now
Director of Sales - UX Design,https://www.naukri.com/job-listings-director-of-sales-ux-design-infobeans-technologies-limited-bangalore-bengaluru-10-to-20-years-300124908549,https://www.naukri.com/hotjobs/images/v3/infobeansapr18.gif,Infobeans,https://www.naukri.com/infobeans-jobs-careers-2145,https://www.ambitionbox.com/reviews/infobeans-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.6,229  Reviews,10-20 Yrs,Not disclosed,Bangalore/Bengaluru,Key Skills:UX Design SalesWhat will your role look likeDrive business growth by identif...,Sales,Sales strategy,Sales planning,selling,Sales management,UX,Management,Direct sales,1 Day Ago
Stylist & Visualiser,https://www.naukri.com/job-listings-stylist-visualiser-wakefit-innovations-bangalore-rural-karnataka-3-to-6-years-300124007742,https://img.naukimg.com/logo_images/groups/v1/4639603.gif,Wakefit Innovations,https://www.naukri.com/wakefit-innovations-jobs-careers-5243214,https://www.ambitionbox.com/reviews/wakefit-innovations-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,368  Reviews,3-6 Yrs,Not disclosed,"Bangalore Rural, Karnataka",Stylist & Visualiser Job descriptionCurate visually captivating home furnishing setups...,3D & mixed media displays,textures,patterns,Decor,home furnishing setups,colour schemes,Home furnishing,Installation,1 Day Ago
User Research-User Experience Engineer,https://www.naukri.com/job-listings-user-research-user-experience-engineer-accenture-solutions-pvt-ltd-bangalore-bengaluru-2-to-5-years-270124903249,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,Must have skills :User Research Good to have skills :NA Minimum 6 year(s) of experience...,Qualitative research,User research,Prototype,Research,Usability testing,Usage,Web technologies,C,3 Days Ago
ALIP Product Configuration-Product Designer,https://www.naukri.com/job-listings-alip-product-configuration-product-designer-accenture-solutions-pvt-ltd-bangalore-bengaluru-5-to-10-years-270124903228,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,Must have skills :ALIP Product Configuration Good to have skills :Product Development M...,Prototype,Design review,Product design,Actuarial,High level design,Development management,Business consulting,Conceptualization,3 Days Ago
SAP CO Product Cost Controlling-Application Designer,https://www.naukri.com/job-listings-sap-co-product-cost-controlling-application-designer-accenture-solutions-pvt-ltd-bangalore-bengaluru-2-to-5-years-260124907423,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,Must have skills :SAP CO Product Cost Controlling Good to have skills :SAP CO Managemen...,Management accounting,SAP CO,Cost control,application design,educational qualification,Accounting,Co,Cost,4 Days Ago
